StartDate,EndDate,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,batch,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,id,comp1g1 ,comp2g1,Action1rA ,Action1rB,treatment,role,action,comp1g1BZ ,comp2g1BZ,ActionABZ,ActionBBZ,comp1EW ,comp2EW,EWg1actionA,EWg1actionB ,About,Advice1,Dnorm1,Dnorm2,Snorm1 ,Snorm2,Lotteries,education ,hamlet,politics_1,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
2/22/24 16:53,2/22/24 17:05,68.81.251.108,100,714,TRUE,2/22/24 17:05,R_1HuWNRLfOKRTuLG,2,40.1751,-74.8539,EN,0.899999976,545d3e2bfdf99b7f9e3255b4,,,,,bz,a,Pass,10 tokens,15 tokens,Pass,,,,,,This doesn't really remind me of anything in my daily life. I'm not entirely sure what this is trying to capture. Perhaps it's about whether or not people tend to be more greedy or more charitable.,"It is encouraged though not necessarily a requirement to consider the possibility that the other party you are interacting with is likely another person attempting to survive in society. It is completely your decision to do whatever you either feel is right or have logically concluded is precise and accurate, but you are designed to function using both emotional and rational information. Although, this advice may or may not change your opinion or decision, it is my hope that you do what is best to prove you are a person and not just a function.",Pass,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens","Four-year degree (Bachelor's, etc.)",10000,50,65d7d06837dedd85eceb75b5,APPROVED,2024-02-22T22:53:44.468000Z,2024-02-22T23:05:48.872000Z,2024-02-23T02:06:00.450000Z,2024-02-22T23:05:49.496631Z,725,C18UP4AJ,1467,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2/22/24 16:27,2/22/24 16:33,24.96.67.199,100,391,TRUE,2/22/24 16:33,R_1s5CNGxfEu4Rl1j,2,27.9906,-82.7455,EN,1,546f8a9cfdf99b4a593414ea,10 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,"I really don't know. Maybe buying and selling on the web where if I choose to loan merchandise to a distributor, they return some of the profit to me. Possibly selling something on consignment would be another option. ","I have no advice, the researcher did not tell us anything about your counterpart. Just do what you think is the right choice. I decided to trust the counterpart but you can do whatever you like. ",Hold,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens","Four-year degree (Bachelor's, etc.)",2000000,50,65d7c7f0c07ab197653eb78c,APPROVED,2024-02-22T22:27:03.587000Z,2024-02-22T22:33:41.632000Z,2024-02-23T02:03:14.118000Z,2024-02-22T22:33:42.108252Z,399,C18UP4AJ,4843,54,Male,White,United States,United States,United States,English,No,Full-Time
2/22/24 16:14,2/22/24 16:18,134.56.85.33,100,256,TRUE,2/22/24 16:18,R_78Tnqjr7RiUqLzb,2,35.6524,-80.4915,EN,0.899999976,55595b70fdf99b387ae30d2b,,,,,ew,a,Hold,,,,,0 tokens,15 tokens,Hold,,"I was thinking about how this activity is similar to helping those in need, giving away something small of mine with the opportunity to help someone else less fortunate",I would go with your gut and pick a decision that you feel with either benefit you personally or make you feel better about potentially helping others.,Hold,Pass,none,none,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",Some college,50000,90,65d7c73e657e0ce22b2f92e4,APPROVED,2024-02-22T22:14:24.759000Z,2024-02-22T22:19:01.950000Z,2024-02-23T02:02:50.742000Z,2024-02-22T22:19:02.405020Z,278,C18UP4AJ,4123,37,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
2/22/24 17:20,2/22/24 17:30,70.127.130.236,100,597,TRUE,2/22/24 17:30,R_62lrsiDYXM0VLDy,2,27.8407,-82.7155,EN,1,55914b15fdf99b1e5e44e714,5 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,"It reminds me of people pooling their resources together to buy something larger or save for a goal. Usually one person is entrusted with the money, and they need to be trusted to not just take it all for themselves. It also is similar in that when everyone is sharing, everyone benefits more.","My advice would be to play the game fairly. Try to make a choice that maximizes the outcome foreveryone. It might seem easier to just keep everything for yourself, but it is more beneficial to trust the other player and hope you both can make out well from the interaction.",Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",500000,87,65d7d6a988a7cb9ccb1a9d5f,APPROVED,2024-02-22T23:20:09.676000Z,2024-02-22T23:30:14.313000Z,2024-02-23T02:06:26.784000Z,2024-02-22T23:30:14.938678Z,605,C18UP4AJ,2716,36,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
2/22/24 16:14,2/22/24 16:21,97.138.92.37,100,434,TRUE,2/22/24 16:21,R_6P1I1u7Wj6t5sYA,2,43.5862,-116.5873,EN,1,559ecce6fdf99b16653fb880,,,,,ew,b,Hold,,,,,5 tokens,15 tokens,,Hold,It does not remind me of anything in my daily life. It may be trying to capture negotiation or competition for limited resources where cooperation may or may not be rewarded. These problems are never so simple though.,As there is no round two or real consequence for being selfish there is little reason not to be. You will never know the other person or interact with them again. Any other option is simple alturuism as being selfish has the guaranteed best outcome. ,Hold,Hold,Pass,Pass,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: -2 tokens","Four-year degree (Bachelor's, etc.)",40000,66,65d7c7212d20571519bd436d,APPROVED,2024-02-22T22:14:10.985000Z,2024-02-22T22:21:43.355000Z,2024-02-23T02:03:09.927000Z,2024-02-22T22:21:43.973362Z,453,C18UP4AJ,1125,31,Male,White,United States,United States,United States,English,No,Part-Time
2/22/24 17:13,2/22/24 17:23,74.73.141.28,100,600,TRUE,2/22/24 17:23,R_6OxlEdmAv5lCxkU,2,40.5931,-73.7945,EN,0.899999976,55ac22cafdf99b6de2fa7ee2,,,,,bz,b,Hold,10 tokens,15 tokens,,Hold,,,,,"It doesn't remind me of anything in particular. It is a game so it's like any other game. In a broader sense, it is about making moral decisions and being fair. It is about thinking of yourself and/or other people.",I would say that they should first read the instructions carefully. Then they should decide what they want to do. Either they want to make the most profit or think about sharing with the other person to make things more even.,Hold,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",2000000,50,65d7d3bf8753520f59305a69,APPROVED,2024-02-22T23:11:38.195000Z,2024-02-22T23:23:34.960000Z,2024-02-23T02:06:22.220000Z,2024-02-22T23:23:35.495776Z,717,C18UP4AJ,5319,51,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2/22/24 16:14,2/22/24 16:21,99.132.93.140,100,407,TRUE,2/22/24 16:21,R_6f89Vsfusojr3w3,2,32.7825,-97.2993,EN,1,55b5f6b6fdf99b713277dc94,,,,,bz,a,Pass,15 tokens,15 tokens,Pass,,,,,,It is trying to capture how selfish and selfless people are toward strangers. It is about cooperation for the best payoff for everyone. It will show you what kind of person you are. ,If you want the most money then be as cooperative as you can. That will benefit everyone the best. Play it smart and the other person will probably play it smart as well. ,Hold,Hold,none,none,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",Some college,200000,100,65d7c7319832e76abcfed2db,APPROVED,2024-02-22T22:14:14.404000Z,2024-02-22T22:21:18.492000Z,2024-02-23T02:03:10.910000Z,2024-02-22T22:21:19.087671Z,425,C18UP4AJ,1053,42,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
2/22/24 16:11,2/22/24 16:25,24.192.224.84,100,866,TRUE,2/22/24 16:25,R_3aVfD9ngpEFQAEh,2,32.4779,-86.4357,EN,0.800000012,5610c4ea7ffc8a0005811504,,,,,bz,a,Pass,10 tokens,15 tokens,Pass,,,,,,I'm not certain what this interaction is trying to capture. Perhaps it's related to taxes and/or social programs. It could be related to income redistribution.,Decide how you would ideally want things to play out. Don't approach the task with fear. Make a decision that reflects the best outcome you perceive is available.,Hold,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","2-year degree (Associate's, etc.)",3000,87,65d7c680246f6121e02d3a4b,APPROVED,2024-02-22T22:11:18.763000Z,2024-02-22T22:26:03.001000Z,2024-02-23T02:02:47.354000Z,2024-02-22T22:26:03.615988Z,885,C18UP4AJ,4108,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2/22/24 16:18,2/22/24 16:24,108.44.252.237,100,377,TRUE,2/22/24 16:24,R_7YbkFPF7zOmQKSU,2,38.271,-77.5495,EN,0.899999976,561699cb5c62cf000f822c3e,,,,,ew,a,Pass,,,,,5 tokens,15 tokens,Pass,,"I think that regardless I will be given some money for this and hopefully the other counterpart will be doing the same. It reminds me of when i work.  i can hold certain things and given some credit or i can share with the enstire team, we can do the work and we can all get an evenly distributed amount of praise. ","I would say, that the players have to do what is in their best interest. If 20 cents its needed, then keep it. But if you can spare five cents please do that as well , so that everyone can eat. ",Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",Some college,35000,90,65d7c81f69ba15054c161c30,APPROVED,2024-02-22T22:18:27.960000Z,2024-02-22T22:25:05.755000Z,2024-02-23T02:02:53.749000Z,2024-02-22T22:25:06.250741Z,398,C18UP4AJ,449,44,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2/22/24 17:11,2/22/24 17:16,67.85.189.228,100,269,TRUE,2/22/24 17:16,R_6yGc6zq2Exnh1UB,2,40.5828,-73.9532,EN,1,562be0d4733ea00011162e31,5 tokens,15 tokens,,Pass,k,b,,,,,,,,,,"I am not really sure what this interaction is trying to capture from my daily life.  I suppose that it is showing how if two people work together, it may be better for the greater good?  It seems that if you were selfish, you would get more, but there would be a bigger net gain if both sides contributed.","I think that if a future player really wanted to maximize their gains, they would just hold if they were player B.  However, it would be much better for everyone involved if they decided to pass.  That is why I chose to do so, and because there isn't much of an amount that you lose from passing, I think it is better for the greater good",Pass,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",Some college,50000,64,65d7d4a2c9982cbdde26ed6c,APPROVED,2024-02-22T23:11:33.611000Z,2024-02-22T23:16:11.015000Z,2024-02-23T02:06:08.469000Z,2024-02-22T23:16:11.593135Z,278,C18UP4AJ,2982,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time
